H1	L1	V1
9.3777910320204e-19	-4.8101802652389515e-18	-2.96859021606911e-19
9.256589966936958e-19	-4.803216142695663e-18	-2.8565858313040234e-19
9.452060638564564e-19	-4.815255551802769e-18	-2.8324224840216305e-19
9.658936732424322e-19	-4.818012524879308e-18	-2.7612226794980487e-19
9.387764548360531e-19	-4.811518953645902e-18	-2.6940435219931903e-19
9.079249454328427e-19	-4.8239054967740964e-18	-2.7458121385814486e-19
9.397921656532686e-19	-4.821757009323379e-18	-2.775218371294368e-19
9.591591957435023e-19	-4.820452545203231e-18	-2.6624995394850547e-19
9.250822889663135e-19	-4.8317595256731104e-18	-2.534726953684403e-19
9.103057228722823e-19	-4.828652795866517e-18	-2.4863480619951877e-19
9.267770238076469e-19	-4.834135323412629e-18	-2.3912266077813017e-19
9.448911869972836e-19	-4.841811060683204e-18	-2.2667980574273425e-19
9.328454980562948e-19	-4.836861746182928e-18	-2.1345161421386328e-19
8.960175276653098e-19	-4.8451019940059925e-18	-1.9146674813766237e-19
9.114989637094415e-19	-4.846017738736828e-18	-1.8140102119018244e-19
9.44821530151128e-19	-4.84240753026252e-18	-1.7261782487342993e-19
9.181880279751918e-19	-4.855086456021908e-18	-1.6392810433727506e-19
8.9278583690287e-19	-4.852241058497192e-18	-1.644831982280172e-19
9.070677221384926e-19	-4.855763743958113e-18	-1.5755340618860068e-19
9.262340315635384e-19	-4.864775405363295e-18	-1.508676254177235e-19
9.229243760396722e-19	-4.8571520286203214e-18	-1.5060558097146662e-19
8.88838215235172e-19	-4.8668979443943366e-18	-1.4286694746509047e-19
8.87916818476683e-19	-4.868911751772787e-18	-1.27016811091661e-19
9.247657081447308e-19	-4.864619243967962e-18	-1.154556661612538e-19
9.127681951003516e-19	-4.87864191664748e-18	-1.0327265977251023e-19
8.816910861900324e-19	-4.874915361675503e-18	-9.105656310413277e-20
8.880782192283418e-19	-4.8777396032021115e-18	-7.566765195892058e-20
9.073969012089678e-19	-4.888011596360891e-18	-5.7128966542523e-20
9.113279673748412e-19	-4.879755580508506e-18	-4.6779058937226737e-20
8.83074139105183e-19	-4.8892753665985914e-18	-3.9478786944132956e-20
8.691845146120802e-19	-4.894048722819602e-18	-3.367217682503868e-20
9.022596704370208e-19	-4.8862248165317284e-18	-3.7621519705833647e-20
9.07185360134549e-19	-4.899779917398491e-18	-3.664965460263967e-20
8.715547628370033e-19	-4.8989622375612376e-18	-2.8659028257690406e-20
8.68834139327663e-19	-4.896716243220603e-18	-1.9364065481930324e-20
8.916662996526814e-19	-4.911379823743919e-18	-3.236884449736073e-21
8.951508478005043e-19	-4.904411967020964e-18	2.5079475726135087e-21
8.759599569349473e-19	-4.908460747056472e-18	1.510072240509412e-20
8.589014767139202e-19	-4.917281525684617e-18	2.886345651058977e-20
8.793027131676707e-19	-4.90767650750104e-18	3.46700906197001e-20
8.965329542250572e-19	-4.9211002029104515e-18	5.3544076745205376e-20
8.66048039451846e-19	-4.9232267194618845e-18	6.358523275388529e-20
8.51438222244489e-19	-4.9164076036797535e-18	6.756809847291541e-20
8.748869354650464e-19	-4.9328150936236254e-18	7.013025049810505e-20
8.832416554900908e-19	-4.9275603532090315e-18	6.960852713021545e-20
8.68248639376175e-19	-4.928109208159559e-18	7.627036835436355e-20
8.493750490888833e-19	-4.9408752442328395e-18	7.33367843754302e-20
8.571738064757521e-19	-4.930747892324666e-18	7.781588131934963e-20
8.82968970335111e-19	-4.939895349771599e-18	9.144181466538103e-20
8.651392837243594e-19	-4.94658272743858e-18	9.344726537917632e-20
8.390826663298851e-19	-4.937337224431311e-18	1.0040909000931177e-19
8.561099885345312e-19	-4.953295536897177e-18	1.1063296074422546e-19
8.717169695451546e-19	-4.951446395395314e-18	1.2054087103975983e-19
8.595767655203512e-19	-4.946583013309172e-18	1.342707685790135e-19
8.401262184392015e-19	-4.96379237854284e-18	1.4118895038107575e-19
8.437291429047465e-19	-4.954288997680446e-18	1.4305500945236447e-19
8.652052428407602e-19	-4.9569134188969204e-18	1.4970212006893314e-19
8.598786657474573e-19	-4.970620420069449e-18	1.5021232943792248e-19
8.319366505619877e-19	-4.957393580679656e-18	1.3817930911231422e-19
8.371170214562256e-19	-4.970540102426052e-18	1.4081638269893743e-19
8.59918320255112e-19	-4.977386350081811e-18	1.4754437731328688e-19
8.518861429629115e-19	-4.964830540013988e-18	1.4403897812484087e-19
8.336879443136321e-19	-4.983101526635998e-18	1.5442024314633075e-19
8.296719988078595e-19	-4.9791974809719055e-18	1.6438285236291795e-19
8.472822549424799e-19	-4.9741567255987534e-18	1.6406835320713426e-19
8.541127387101285e-19	-4.9925626857915456e-18	1.7560504881772239e-19
8.264500207261213e-19	-4.980642653637711e-18	1.881518076400729e-19
8.214402560039043e-19	-4.986874915663543e-18	1.959497312074126e-19
8.442079631340745e-19	-4.999223714259987e-18	2.0385130502722237e-19
8.461844776569826e-19	-4.986443961477143e-18	1.9337965433732913e-19
8.262007612610649e-19	-5.000386312820755e-18	1.8440366179500832e-19
8.161480457770918e-19	-5.0024182228029676e-18	1.9205600639535167e-19
8.330303602768722e-19	-4.9941968267434515e-18	1.8673622769709093e-19
8.433783098516593e-19	-5.010912317291205e-18	1.8461820137306931e-19
8.2417032722680105e-19	-5.003326378298338e-18	1.9584244722449092e-19
8.098099992606848e-19	-5.002715392082897e-18	2.0053227748924873e-19
8.256734592046931e-19	-5.021032560622759e-18	2.102274622128005e-19
8.382219161476125e-19	-5.0092840048223276e-18	2.150987392126028e-19
8.206181750251651e-19	-5.014849955408252e-18	2.1889614332985544e-19
8.054650952270498e-19	-5.02627338532957e-18	2.2954878453074586e-19
8.164629987685418e-19	-5.014443753702811e-18	2.3189297891176607e-19
8.319080106922573e-19	-5.0258046996714025e-18	2.3578038484928266e-19
8.195318130170546e-19	-5.0281865233950826e-18	2.3765970488354e-19
7.988395645801305e-19	-5.021870492160289e-18	2.415525197604823e-19
8.102869775487674e-19	-5.036709195294226e-18	2.415335216602442e-19
8.2697443002570265e-19	-5.0312568940248055e-18	2.3530581403888126e-19
8.156717710211509e-19	-5.033162441281879e-18	2.4489069356515073e-19
7.96657979351529e-19	-5.045304908721934e-18	2.4519522470756213e-19
8.013276682983445e-19	-5.035257159049566e-18	2.4284525626748894e-19
8.201689198966245e-19	-5.042801573186045e-18	2.5869375658882998e-19
8.141871750776747e-19	-5.048757830400718e-18	2.6174120409582744e-19
7.933095325860765e-19	-5.040568309051146e-18	2.6159647695164654e-19
7.961619977543388e-19	-5.051815022368807e-18	2.786438932465684e-19
8.128604002752154e-19	-5.051560064019856e-18	2.916585912885218e-19
8.108846349508198e-19	-5.049951517793551e-18	2.9280875343662357e-19
7.909706786801938e-19	-5.062182462834863e-18	2.966223867275975e-19
7.872013519476981e-19	-5.056047817978918e-18	2.9632094203769264e-19
8.0504189884945805e-19	-5.058913073383142e-18	2.89451446843751e-19
8.088815973958045e-19	-5.0670343045426395e-18	2.97871681508617e-19
7.895469930308125e-19	-5.0584946010424486e-18	2.952609413951276e-19
7.829627674801997e-19	-5.068030411872206e-18	2.984823553818892e-19
7.998461352783898e-19	-5.071597075873125e-18	3.1241058173032967e-19
8.034814580178059e-19	-5.0668837979419085e-18	3.0271894704494976e-19
7.867814189264041e-19	-5.080291835275262e-18	3.1109471227201927e-19
7.766346372237187e-19	-5.075619298786389e-18	3.2635858399005784e-19
7.907313067948083e-19	-5.074111416799682e-18	3.3181951188165747e-19
8.027000620653987e-19	-5.083899257379698e-18	3.4958213534806398e-19
7.827997894828049e-19	-5.077951511192596e-18	3.540466066815583e-19
7.714899047216045e-19	-5.083346019912556e-18	3.4618889189835433e-19
7.866384386557943e-19	-5.0888945793404316e-18	3.458541665839253e-19
7.948214851224918e-19	-5.085698957092922e-18	3.4294758760788016e-19
7.8306775931963995e-19	-5.0952260178293404e-18	3.493135578975392e-19
7.6679830646021695e-19	-5.0940468134437114e-18	3.557806480243349e-19
7.755206466137612e-19	-5.090201755855465e-18	3.490344987380292e-19
7.924957644172079e-19	-5.0993704647751594e-18	3.4885930857030183e-19
7.805906610477597e-19	-5.0956718916918956e-18	3.6125598201826653e-19
7.624947536588397e-19	-5.098224304923812e-18	3.7132358371648492e-19
7.704098613254206e-19	-5.106537999677989e-18	3.6550633306426277e-19
7.85227684423157e-19	-5.1005955423054335e-18	3.713353264901881e-19
7.792641598214045e-19	-5.110192449829712e-18	3.8248589977669305e-19
7.587873219783202e-19	-5.112240135789517e-18	3.7970308231625203e-19
7.593522578506354e-19	-5.105354977209348e-18	3.842328913149709e-19
7.825997585676301e-19	-5.115794207716848e-18	3.7952428088151324e-19
7.76546010673463e-19	-5.111378933959272e-18	3.7271282571647223e-19
7.527039194050588e-19	-5.112751817838159e-18	3.8119412421398617e-19
7.57880144612043e-19	-5.122320091708945e-18	3.8027059326753434e-19
7.720818001480249e-19	-5.1163307017639485e-18	3.787506437723494e-19
7.720568484073226e-19	-5.125080794320552e-18	3.754390776447438e-19
7.564279663383786e-19	-5.127885548615956e-18	3.6808611293595246e-19
7.4612557545849335e-19	-5.120593341557125e-18	3.735895212270771e-19
7.652845947737384e-19	-5.1311409639251824e-18	3.7163003139579404e-19
7.722575632236529e-19	-5.1289252974874105e-18	3.6952258656308146e-19
7.4586938183566265e-19	-5.125809067404446e-18	3.7990846178261467e-19
7.426657533395354e-19	-5.137416066265622e-18	3.8309841143754827e-19
7.622969564131505e-19	-5.132338290519296e-18	3.839703573278179e-19
7.642717810827581e-19	-5.136371268005546e-18	3.776261704052145e-19
7.50382422056769e-19	-5.145395012194245e-18	3.639397927289458e-19
7.344313063936531e-19	-5.134537902087202e-18	3.6646835412720615e-19
7.486693532165205e-19	-5.142483844591854e-18	3.641854736155245e-19
7.676389805056823e-19	-5.145461822212626e-18	3.586687647096035e-19
7.436849829526619e-19	-5.138298469423107e-18	3.550386652820167e-19
7.294750078167862e-19	-5.151814060513225e-18	3.4551897392836604e-19
7.486432807912909e-19	-5.147712726659237e-18	3.5149269261666987e-19
7.545731301719073e-19	-5.147608958574229e-18	3.4985503268724945e-19
7.435882004710001e-19	-5.161363863126977e-18	3.4399278282682343e-19
7.286504785566686e-19	-5.150143785441805e-18	3.507264690961568e-19
7.306662392905587e-19	-5.154632369141111e-18	3.498678457550001e-19
7.559065493564592e-19	-5.1612461729388815e-18	3.4632894587839087e-19
7.455813245260693e-19	-5.151084156020151e-18	3.391011953312539e-19
7.151215150348957e-19	-5.163016386384105e-18	3.2992212518705297e-19
7.309735370460797e-19	-5.163947728839992e-18	3.2687011060280147e-19
7.47834649927661e-19	-5.1609404590193026e-18	3.157318017491503e-19
7.351020101504932e-19	-5.173753624681274e-18	3.166309731425489e-19
7.219532555950121e-19	-5.1652906755075805e-18	3.1810224392592157e-19
7.175093596981912e-19	-5.166175600689607e-18	2.9910201391570493e-19
7.383936898439732e-19	-5.173427997938497e-18	3.0340992976708907e-19
7.433940083369795e-19	-5.164439110429065e-18	3.088502719340144e-19
7.079596153730031e-19	-5.1742331725219685e-18	3.0152142686209377e-19
7.118596818590948e-19	-5.177864452983431e-18	3.0301966448843273e-19
7.390076516090278e-19	-5.1723486528298396e-18	3.1078442582111373e-19
7.282344580128406e-19	-5.184464037213216e-18	3.0720820928668314e-19
7.132349242511102e-19	-5.180599384442709e-18	2.8465281463812196e-19
7.057687112983445e-19	-5.1758862174964776e-18	2.8794084572881427e-19
7.207344672943765e-19	-5.186428250936243e-18	2.9487600880364146e-19
7.38615555366317e-19	-5.179531348886771e-18	2.810755596776998e-19
7.049699922474501e-19	-5.182245218924152e-18	2.8267062389231414e-19
6.9161272905005e-19	-5.1919898117226965e-18	2.8071952126769563e-19
7.257512166642316e-19	-5.185003462046456e-18	2.747227281423246e-19
7.241684952530873e-19	-5.193130135643669e-18	2.732979794699401e-19
7.014743832539775e-19	-5.1939955805219825e-18	2.7014401655283146e-19
6.958397154517731e-19	-5.1867202486518814e-18	2.7699143959559647e-19
7.040399724422323e-19	-5.1975271549020295e-18	2.7433897093385053e-19
7.254243382285461e-19	-5.192303129716423e-18	2.773732420958132e-19
7.057300033771464e-19	-5.1914003276518924e-18	2.7746378639037195e-19
6.749184163626036e-19	-5.203027483831096e-18	2.6841121795680813e-19
7.0702166602547935e-19	-5.196797490272797e-18	2.697111668075189e-19
7.195325323634944e-19	-5.2025845456278575e-18	2.6008645750659704e-19
6.903119423810582e-19	-5.208034536984571e-18	2.6872559271416534e-19
6.844769073505321e-19	-5.198105041747623e-18	2.7413538995963857e-19
6.897810550867718e-19	-5.2059270572297294e-18	2.601615882906776e-19
7.082088334452973e-19	-5.2049091472968564e-18	2.623879198000187e-19
7.038961661835008e-19	-5.2008701585940175e-18	2.6294679779588067e-19
6.659071996550417e-19	-5.213264968945776e-18	2.6083553984716395e-19
6.820919316029759e-19	-5.2089136764891e-18	2.5693649829079876e-19
7.122127614330929e-19	-5.211790857816628e-18	2.56538914966881e-19
6.856288767687692e-19	-5.219980205513912e-18	2.659166490674228e-19
6.672252895011246e-19	-5.209656034167764e-18	2.6717625217036926e-19
6.781308512231254e-19	-5.2146868044248316e-18	2.663691060264063e-19
6.9166026266820355e-19	-5.2169615794464225e-18	2.6004211545443807e-19
6.948040612933471e-19	-5.212801512728058e-18	2.623099617431345e-19
6.610372744691617e-19	-5.221949024817712e-18	2.6547592651867727e-19
6.5712281848961e-19	-5.219616845072144e-18	2.572709058586229e-19
6.989276636846147e-19	-5.2219954187456415e-18	2.5911711762723544e-19
6.821758298824239e-19	-5.228613100807181e-18	2.5381092543732823e-19
6.512069634692761e-19	-5.22067462818368e-18	2.571027591576739e-19
6.631363367005068e-19	-5.2250630055740884e-18	2.563758089840377e-19
6.747074190706425e-19	-5.227246526129947e-18	2.5134929540020398e-19
6.833200992755367e-19	-5.220838689070488e-18	2.569791034059761e-19
6.570927464141647e-19	-5.230252792723856e-18	2.4688632981887924e-19
6.35682860912827e-19	-5.231614291361662e-18	2.52718035942543e-19
6.785887059068271e-19	-5.230449153329292e-18	2.5648968467953965e-19
6.812339281834009e-19	-5.238425256227976e-18	2.4429929234630227e-19
6.379331735658311e-19	-5.2312531345655594e-18	2.4604317303796227e-19
6.430663250872334e-19	-5.231867234776207e-18	2.460811398401605e-19
6.623401972690272e-19	-5.238671018604229e-18	2.464364701129064e-19
6.672780412813373e-19	-5.230497434562776e-18	2.4398676184624663e-19
6.519927841817665e-19	-5.2376919562034906e-18	2.412490498399419e-19
6.222309817134086e-19	-5.242631915828348e-18	2.4145563240430606e-19
6.507987103141393e-19	-5.2390234499274405e-18	2.3170816285013804e-19
6.769205887954433e-19	-5.247141869523631e-18	2.237376311682844e-19
6.320884275290685e-19	-5.2416849013900195e-18	2.187618591594007e-19
6.202336716014272e-19	-5.2408689872684515e-18	2.2128144080401904e-19
6.481656440934799e-19	-5.248368855987455e-18	2.1596822553544686e-19
6.530108353190836e-19	-5.239443124257904e-18	2.1140129175245846e-19
6.415353614322909e-19	-5.2467207446540925e-18	2.19558945531506e-19
6.130552642053682e-19	-5.25293236955639e-18	2.1209155244754646e-19
6.222948397574888e-19	-5.2462607113928575e-18	2.114673607201394e-19
6.633593273225447e-19	-5.255774438825509e-18	2.131767373914399e-19
6.312845177517632e-19	-5.252941629884383e-18	2.0820845548012318e-19
5.965842724521881e-19	-5.247820689283537e-18	1.9225617620781265e-19
6.292258167910654e-19	-5.25651283669194e-18	1.7578644911737572e-19
6.410530738036855e-19	-5.250260125223169e-18	1.8154972798667734e-19
6.280623760138687e-19	-5.253152043541983e-18	1.795781320650014e-19
6.063833766301664e-19	-5.2615871374648776e-18	1.717053857483389e-19
5.995828170191482e-19	-5.256260298758671e-18	1.7077317351948835e-19
6.416172322604917e-19	-5.263554142963319e-18	1.770073768568923e-19
6.307581417367447e-19	-5.2637400562557116e-18	1.7157476474517823e-19
5.808883262949246e-19	-5.255938195969252e-18	1.5744630144658336e-19
6.046870313022777e-19	-5.264790016303159e-18	1.5549231046370563e-19
6.306771928195757e-19	-5.262462260454952e-18	1.5553086741225588e-19
6.125347394675806e-19	-5.259021405501497e-18	1.5067415683675434e-19
5.946679840486865e-19	-5.271378371106262e-18	1.4090471424705625e-19
5.843639773808757e-19	-5.266929523485529e-18	1.3975226872228932e-19
6.151831407550345e-19	-5.2680121592276174e-18	1.3496736340517373e-19
6.273948869011695e-19	-5.275671184902128e-18	1.2068195327620255e-19
5.719883730259921e-19	-5.266004218487639e-18	1.208796855183807e-19
5.74996103945944e-19	-5.271307734595911e-18	1.222949813452443e-19
6.17812321484931e-19	-5.273071726975629e-18	1.146215464535852e-19
6.022857593030197e-19	-5.266722239425023e-18	1.1019245524407286e-19
5.797827767392084e-19	-5.2785866394701676e-18	1.1101931581733976e-19
5.70193734390849e-19	-5.276307032781694e-18	1.1356120639237815e-19
5.881952753089804e-19	-5.274998176654865e-18	1.02706059787829e-19
6.143948960410479e-19	-5.284538677567496e-18	9.672098888318908e-20
5.704709895331306e-19	-5.275462566265023e-18	1.0493703806661394e-19
5.48629115324411e-19	-5.2782921999200146e-18	1.0342123936514017e-19
5.962252619803861e-19	-5.2832823784559135e-18	1.0309809631890287e-19
5.95915477300972e-19	-5.2748978250506745e-18	9.914318293624792e-20
5.623662240802553e-19	-5.285866733184784e-18	8.751599970024963e-20
5.553679838424828e-19	-5.287629915067257e-18	8.864335274513128e-20
5.679535954468004e-19	-5.2837709203820845e-18	8.917486290243884e-20
5.934938553279154e-19	-5.2926727766705854e-18	7.744858763518553e-20
5.695015979061484e-19	-5.285743033181906e-18	7.647862036609228e-20
5.276430407598717e-19	-5.286011722157114e-18	8.461646631144418e-20
5.660378209513172e-19	-5.2919330259009655e-18	8.203446132174734e-20
5.901849743819911e-19	-5.285227506111876e-18	8.220356622842e-20
5.504537623328379e-19	-5.292724094492245e-18	8.834267390481564e-20
5.370023841778969e-19	-5.296454825302643e-18	8.62819177328765e-20
5.485257061646795e-19	-5.292592128781692e-18	9.168423835764216e-20
5.70803570267888e-19	-5.300738744974427e-18	9.227223100556826e-20
5.627761506369574e-19	-5.296511563313788e-18	8.319934973248124e-20
5.163981856028828e-19	-5.294300764389817e-18	7.465082654290691e-20
5.384298689540181e-19	-5.301609779808584e-18	7.118999036881536e-20
5.756589994860874e-19	-5.295158295087488e-18	8.086953855483934e-20
5.408736622236884e-19	-5.299899343138027e-18	7.638105599052416e-20
5.193220840700234e-19	-5.307047429039905e-18	7.569209000184426e-20
5.330132887409661e-19	-5.302536942834809e-18	8.219587973508706e-20
5.491498233142226e-19	-5.308418665848479e-18	8.44726754690558e-20
5.508046252864605e-19	-5.3068497498738e-18	8.586544145398082e-20
5.10495387360246e-19	-5.303421050102928e-18	8.107689603303308e-20
5.084943166804118e-19	-5.309574022707786e-18	9.13460320491174e-20
5.555197290666673e-19	-5.306883960171432e-18	9.854777389082892e-20
5.380815822659389e-19	-5.3095994196156855e-18	9.758985805585684e-20
4.998194018431857e-19	-5.3152707696486175e-18	1.010904198210642e-19
5.119661970699834e-19	-5.312462990321242e-18	9.189123065056062e-20
5.326685726160492e-19	-5.318864542369237e-18	8.857903881260757e-20
5.3522129273334575e-19	-5.317548556963571e-18	9.49814706297048e-20
5.0345047531074855e-19	-5.311681037743891e-18	8.61319898279138e-20
4.862148280862961e-19	-5.3206183314174535e-18	8.535937703252899e-20
5.297181165717254e-19	-5.316821657765689e-18	8.878119484061185e-20
5.341833362365279e-19	-5.316994457066525e-18	8.589662186744609e-20
4.872310286977225e-19	-5.3268945369979625e-18	9.350559119880916e-20
4.878169220496336e-19	-5.3208215448687725e-18	9.895989654562916e-20
5.141225847418268e-19	-5.3274456269904795e-18	1.0285729033992266e-19
5.197657291852388e-19	-5.329135681730654e-18	1.1029413418049848e-19
4.95883060701632e-19	-5.3230963589494946e-18	1.0864570554292286e-19
4.682520790699765e-19	-5.331068489272198e-18	1.0314777947061216e-19
5.019592549392543e-19	-5.325352863786891e-18	9.73416841131712e-20
5.267988368045589e-19	-5.327865149389895e-18	9.163410776779656e-20
4.785127308878042e-19	-5.3383080841518845e-18	9.843584028279644e-20
4.640084381748201e-19	-5.332370662432146e-18	9.357061406863036e-20
4.974926449512113e-19	-5.337235227953768e-18	8.152609502253839e-20
5.034854126081846e-19	-5.3404551136167795e-18	8.255273832773493e-20
4.838985871785768e-19	-5.3328084651993676e-18	8.197094198921249e-20
4.573686298426731e-19	-5.3396152064799455e-18	8.273638251451054e-20
4.742839803426829e-19	-5.338969525272716e-18	7.883264902348849e-20
5.096545490191029e-19	-5.336458015362935e-18	8.544411695710233e-20
4.749996612244618e-19	-5.348634657446512e-18	1.0028186280912043e-19
4.443809511276003e-19	-5.3450003450946144e-18	9.644448035966923e-20
4.739682449317585e-19	-5.344986065737468e-18	9.35866333712988e-20
4.907198586635108e-19	-5.3533307126198775e-18	8.896251610547363e-20
4.719441997296924e-19	-5.345333366853752e-18	7.318057748141798e-20
4.44269638369407e-19	-5.350536906529748e-18	6.613309137769688e-20
4.513735942392599e-19	-5.3535983062287645e-18	6.413798058827928e-20
4.8886276695763245e-19	-5.346495485457425e-18	6.524531037901444e-20
4.720851311887628e-19	-5.357776447789742e-18	6.179045455493876e-20
4.279700429129113e-19	-5.357898069961627e-18	5.1574983648280866e-20
4.474716988515334e-19	-5.3559890995511114e-18	5.522765380682187e-20
4.781581987864426e-19	-5.365743444220789e-18	5.717689464327958e-20
4.60351044841599e-19	-5.357497374535167e-18	5.825447195731842e-20
4.3257180971934895e-19	-5.360441740276965e-18	6.637471898844564e-20
4.3177620808359637e-19	-5.367094622734009e-18	6.226909938125158e-20
4.64775320792049e-19	-5.3590172716174714e-18	5.50569238385115e-20
4.667166145601543e-19	-5.3694782209426476e-18	4.974161466693577e-20
4.1804279852599043e-19	-5.3713239114476146e-18	3.6794452259704496e-20
4.2276007650096293e-19	-5.365931105330709e-18	3.504323111448409e-20
4.606723515310742e-19	-5.378293832620831e-18	3.20754516569115e-20
4.498411280908244e-19	-5.372644602029212e-18	1.963012756449825e-20
4.2145019605388904e-19	-5.370299433467668e-18	1.8672366145904662e-20
4.134567420425281e-19	-5.381652900535294e-18	1.42119603836887e-20
4.413419271940244e-19	-5.373277559924096e-18	1.623438729924113e-20
4.552833141936086e-19	-5.378727655939652e-18	1.9985677365162163e-20
4.1333222091487277e-19	-5.388506831684512e-18	2.1356539848188194e-20
4.008064797980781e-19	-5.379185033425846e-18	2.9167965392953013e-20
4.387034288324674e-19	-5.388232042864688e-18	2.5074822122522153e-20
4.426029027819739e-19	-5.390451828266307e-18	2.5793267845055354e-20
4.090338455648642e-19	-5.382380619756014e-18	2.4268933885922284e-20
3.967124233289169e-19	-5.393970543996389e-18	8.782091166773316e-21
4.202802735767989e-19	-5.389595836120058e-18	5.646241116081368e-21
4.397888802132629e-19	-5.3891036209087016e-18	4.5487784730043875e-21
4.104177990641385e-19	-5.401844761660919e-18	-5.930260971225237e-22
3.819453048700019e-19	-5.394602772275419e-18	-8.936289369903486e-21
4.1389799806419474e-19	-5.399335268847643e-18	-1.429811241551704e-20
4.3286912496587544e-19	-5.4054072677567795e-18	-4.061451555770925e-21
4.0038679771661865e-19	-5.3969781998842846e-18	-3.741359186763579e-21
3.821265610986824e-19	-5.4054046034619795e-18	-1.859458029181896e-21
4.0047278858002683e-19	-5.407261230367205e-18	1.5407344787040943e-20
4.218518771823477e-19	-5.404123167667579e-18	2.051980038945233e-20
4.034021000572197e-19	-5.414519591593457e-18	1.4422243357956956e-20
3.7061130557690006e-19	-5.411891753700491e-18	9.66215347720907e-21
3.900638776112915e-19	-5.4126279372538474e-18	3.490253285768734e-21
4.1828961674848506e-19	-5.420940858801395e-18	-6.509856845007668e-21
3.941706749353273e-19	-5.414239679723212e-18	-1.2986196207729951e-20
3.6687051427862953e-19	-5.419048512114026e-18	-1.74600809133831e-20
3.8086936686412375e-19	-5.424165558556417e-18	-2.0910239546883577e-20
4.057543393691774e-19	-5.419184041511392e-18	-1.1361013721334408e-20
3.9635268227704786e-19	-5.427713718994056e-18	-6.047793235918559e-21
3.607020577957539e-19	-5.428132525179744e-18	-2.6333370931677386e-21
3.674254771185515e-19	-5.427699291593779e-18	8.876355542996926e-21
4.025206726364967e-19	-5.4359192397060615e-18	8.323696923158291e-21
3.883870050751809e-19	-5.4307011214708146e-18	6.6386077836944394e-21
3.5650382891879945e-19	-5.4340680037692426e-18	8.284319684918517e-21
3.6201902177479983e-19	-5.440418508844839e-18	1.3943371405212658e-20
3.887132550758797e-19	-5.435717470822465e-18	8.428978279240278e-21
3.8764799805966957e-19	-5.442722415315217e-18	-9.79960655434317e-22
3.5150612389508254e-19	-5.444889854535578e-18	1.2893980373798985e-21
3.4964173321073555e-19	-5.443336759027228e-18	-1.0215163972814196e-20
3.8204303235227957e-19	-5.450992236438527e-18	-1.0809233613442042e-20
3.808203757711335e-19	-5.4481843661393515e-18	-1.4504522148445778e-20
3.5000288697847123e-19	-5.450383514810171e-18	-1.0981046560976139e-20
3.4145986293112063e-19	-5.4568355249866435e-18	-2.5005379583743608e-21
3.709317851628309e-19	-5.4516693373019314e-18	-1.5480195298885204e-20
3.7912496878680887e-19	-5.459245566932669e-18	-2.748222949008464e-21
3.4484302220774136e-19	-5.4632704753158595e-18	8.275125274293275e-21
3.3375404135606076e-19	-5.459063739735448e-18	1.92225128345259e-20
3.6116618829999027e-19	-5.468492333536923e-18	1.8385095361945087e-20
3.716372450873976e-19	-5.4672766346316675e-18	7.00598075387852e-23
3.4376036156397305e-19	-5.467038093283812e-18	6.042931549534024e-21
3.270148753409261e-19	-5.474883892411643e-18	-1.3638890936956923e-20
3.50893204269862e-19	-5.469930086568836e-18	-2.959189998654957e-20
3.671998908935349e-19	-5.4750975030773964e-18	-2.492971090140469e-20
3.4162868356806556e-19	-5.479405388532796e-18	-3.8278093134725425e-20
3.189105260231998e-19	-5.477144113428511e-18	-3.2914609667193325e-20
3.4179757875546837e-19	-5.485748864517451e-18	-3.4742193205446635e-20
3.622845640675817e-19	-5.484593875396535e-18	-4.028651833255325e-20
3.374055475022293e-19	-5.484298079183811e-18	-2.1145362528585388e-20
3.1583255137976267e-19	-5.491938711215383e-18	-1.9842096418007136e-20
3.3283790042770044e-19	-5.487928978118952e-18	-1.513923111871277e-20
3.5353883890498247e-19	-5.493018885801238e-18	-1.7284521240526985e-20
3.374315160462725e-19	-5.4989244520481035e-18	-4.102631493625539e-20
3.0875137645243034e-19	-5.494574662022785e-18	-3.857830535934811e-20
3.225265023274139e-19	-5.503656293739754e-18	-4.4869888021567966e-20
3.494707866921647e-19	-5.5041693898657514e-18	-6.619745404057574e-20
3.3160649913314446e-19	-5.5002540223609026e-18	-7.648053284823657e-20
3.067217810646288e-19	-5.5117758786539e-18	-8.683614871507528e-20
3.166668293475897e-19	-5.507147297411031e-18	-8.028698826206976e-20
3.375328173952847e-19	-5.5084520366641856e-18	-7.93704848732112e-20
3.325631201194773e-19	-5.519767431908736e-18	-8.824116954564584e-20
3.017878049122135e-19	-5.512533816766842e-18	-8.71891226418899e-20
3.0532569133405053e-19	-5.520940327585297e-18	-7.589291670245832e-20
3.353209299269186e-19	-5.525494605985048e-18	-7.589806823044772e-20
3.2597779535087332e-19	-5.5179103593945454e-18	-9.10614498638086e-20
2.997806126517072e-19	-5.5304704020139566e-18	-9.084665338545618e-20
2.998911850994395e-19	-5.5287349645374625e-18	-1.0622084333227456e-19
3.2353538131129146e-19	-5.525857899766008e-18	-1.2228947809392307e-19
3.269250030259423e-19	-5.5395927624388414e-18	-1.2993528762884793e-19
2.95800054158456e-19	-5.5328114441406885e-18	-1.4563630579624042e-19
2.9043471702482477e-19	-5.5357216901368075e-18	-1.4856454536545163e-19
3.1845748285484925e-19	-5.547225499792837e-18	-1.6181915594960714e-19
